order_id,order_number,customer_id,order_ts,channel,order_status,payment_status,delivery_slot_id,delivery_address_id,total_amount,tax_amount,discount_amount,shipping_charge,net_amount,coupon_code,source_campaign,fulfillment_centre_id,created_at,updated_at,Unnamed: 19
EORDR5024,ORDR20250024,CUST1097,2025-08-13 16:00:00,Web,SHIPPED,PAID,SLOT34,ADDR6024,998.91,49.95,85.09,125.17,1088.94,NEWUSER,FB Ads,Ahmedabad Collection Centre,2025-08-13 16:00:00,2025-08-13 18:00:00,
EORDR5149,ORDR20250149,CUST1062,2025-08-14 10:00:00,Web,DELIVERED,REFUNDED,SLOT24,ADDR6149,5925.0,296.25,54.73,128.16,6294.68,,Referral,Surat Distribution Centre,2025-08-14 10:00:00,2025-08-16 22:00:00,
EORDR5204,ORDR20250204,CUST1012,2025-08-14 15:00:00,Web,PLACED,PENDING,SLOT38,ADDR6204,621.53,31.08,76.98,40.77,616.4,NEWUSER,,Surat Distribution Centre,2025-08-14 15:00:00,2025-08-15 10:00:00,
EORDR5309,ORDR20250309,CUST1099,2025-08-14 17:00:00,Mobile App,PACKED,PENDING,SLOT40,ADDR6309,1751.04,87.55,94.02,48.12,1792.69,FRESH10,,Ahmedabad Collection Centre,2025-08-14 17:00:00,2025-08-15 18:00:00,
EORDR5267,ORDR20250267,CUST1079,2025-08-15 05:00:00,Mobile App,PACKED,PAID,SLOT49,ADDR6267,3355.85,167.79,116.38,119.8,3527.06,FRESH10,,Ahmedabad Collection Centre,2025-08-15 05:00:00,2025-08-17 07:00:00,
EORDR5325,ORDR20250325,CUST1003,2025-08-15 13:00:00,Web,PLACED,PAID,SLOT22,ADDR6325,3723.73,186.19,97.86,131.27,3943.33,FRESH10,,Surat Distribution Centre,2025-08-15 13:00:00,2025-08-18 01:00:00,
EORDR5354,ORDR20250354,CUST1031,2025-08-16 09:00:00,Web,PLACED,PENDING,SLOT50,ADDR6354,2964.18,148.21,134.98,123.87,3101.28,NEWUSER,Organic,Ahmedabad Collection Centre,2025-08-16 09:00:00,2025-08-18 20:00:00,
EORDR5263,ORDR20250263,CUST1059,2025-08-16 15:00:00,Web,DELIVERED,REFUNDED,SLOT21,ADDR6263,572.4,28.62,43.96,91.45,648.51,,Organic,Ahmedabad Collection Centre,2025-08-16 15:00:00,2025-08-18 17:00:00,
EORDR5203,ORDR20250203,CUST1029,2025-08-16 17:00:00,Mobile App,CONFIRMED,REFUNDED,SLOT42,ADDR6203,552.02,27.6,165.55,40.35,454.42,FRESH10,,Surat Distribution Centre,2025-08-16 17:00:00,2025-08-18 07:00:00,
EORDR5351,ORDR20250351,CUST1046,2025-08-16 19:00:00,Mobile App,DELIVERED,REFUNDED,SLOT27,ADDR6351,4126.8,206.34,131.62,79.91,4281.43,NEWUSER,Google,Ahmedabad Collection Centre,2025-08-16 19:00:00,2025-08-19 16:00:00,
EORDR5468,ORDR20250468,CUST1012,2025-08-17 08:00:00,Mobile App,CONFIRMED,REFUNDED,SLOT12,ADDR6468,3227.49,161.37,144.91,64.91,3308.86,,Organic,Ahmedabad Collection Centre,2025-08-17 08:00:00,2025-08-19 22:00:00,
EORDR5242,ORDR20250242,CUST1049,2025-08-17 11:00:00,Mobile App,PLACED,PENDING,SLOT8,ADDR6242,5452.16,272.61,113.89,101.64,5712.52,FRESH10,Google,Surat Distribution Centre,2025-08-17 11:00:00,2025-08-18 00:00:00,
EORDR5338,ORDR20250338,CUST1033,2025-08-18 07:00:00,Web,CANCELLED,REFUNDED,SLOT25,ADDR6338,4438.78,221.94,60.24,125.61,4726.09,,Google,Surat Distribution Centre,2025-08-18 07:00:00,2025-08-19 19:00:00,
EORDR5409,ORDR20250409,CUST1019,2025-08-18 08:00:00,Web,PLACED,REFUNDED,SLOT13,ADDR6409,2662.88,133.14,27.11,72.49,2841.4,NEWUSER,Google,Ahmedabad Collection Centre,2025-08-18 08:00:00,2025-08-19 17:00:00,
EORDR5366,ORDR20250366,CUST1017,2025-08-18 14:00:00,Web,PLACED,PAID,SLOT47,ADDR6366,2481.87,124.09,34.92,38.75,2609.79,,Organic,Surat Distribution Centre,2025-08-18 14:00:00,2025-08-19 18:00:00,
EORDR5376,ORDR20250376,CUST1097,2025-08-18 20:00:00,Web,PACKED,PENDING,SLOT44,ADDR6376,4824.07,241.2,54.81,81.54,5092.0,FRESH10,Organic,Surat Distribution Centre,2025-08-18 20:00:00,2025-08-21 08:00:00,
EORDR5429,ORDR20250429,CUST1070,2025-08-19 00:00:00,Mobile App,SHIPPED,REFUNDED,SLOT45,ADDR6429,4701.65,235.08,172.75,84.0,4847.98,FRESH10,Google,Surat Distribution Centre,2025-08-19 00:00:00,2025-08-20 22:00:00,
EORDR5500,ORDR20250500,CUST1079,2025-08-19 20:00:00,Web,CANCELLED,REFUNDED,SLOT28,ADDR6500,2688.96,134.45,119.25,108.63,2812.79,FRESH10,FB Ads,Surat Distribution Centre,2025-08-19 20:00:00,2025-08-22 05:00:00,
EORDR5404,ORDR20250404,CUST1083,2025-08-19 22:00:00,Mobile App,SHIPPED,PENDING,SLOT38,ADDR6404,5048.49,252.42,50.13,81.26,5332.04,,Google,Ahmedabad Collection Centre,2025-08-19 22:00:00,2025-08-22 19:00:00,
EORDR5368,ORDR20250368,CUST1002,2025-08-20 06:00:00,Mobile App,SHIPPED,PAID,SLOT18,ADDR6368,3992.27,199.61,101.33,66.11,4156.66,NEWUSER,Referral,Surat Distribution Centre,2025-08-20 06:00:00,2025-08-20 12:00:00,
EORDR5054,ORDR20250054,CUST1025,2025-08-20 20:00:00,Mobile App,CONFIRMED,REFUNDED,SLOT46,ADDR6054,518.44,25.92,169.31,110.05,485.1,FRESH10,Google,Surat Distribution Centre,2025-08-20 20:00:00,2025-08-22 16:00:00,
EORDR5483,ORDR20250483,CUST1006,2025-08-21 03:00:00,Web,CANCELLED,PENDING,SLOT39,ADDR6483,3254.38,162.72,114.3,87.91,3390.71,,Google,Surat Distribution Centre,2025-08-21 03:00:00,2025-08-21 18:00:00,
EORDR5489,ORDR20250489,CUST1042,2025-08-21 05:00:00,Mobile App,DELIVERED,PENDING,SLOT28,ADDR6489,3523.5,176.18,154.53,63.9,3609.05,,Organic,Surat Distribution Centre,2025-08-21 05:00:00,2025-08-22 23:00:00,
EORDR5304,ORDR20250304,CUST1098,2025-08-21 18:00:00,Web,SHIPPED,PAID,SLOT31,ADDR6304,1878.04,93.9,113.02,147.91,2006.83,,,Ahmedabad Collection Centre,2025-08-21 18:00:00,2025-08-24 14:00:00,
EORDR5165,ORDR20250165,CUST1084,2025-08-22 18:00:00,Web,CANCELLED,REFUNDED,SLOT25,ADDR6165,3162.81,158.14,43.06,111.16,3389.05,NEWUSER,Google,Surat Distribution Centre,2025-08-22 18:00:00,2025-08-25 13:00:00,
EORDR5254,ORDR20250254,CUST1078,2025-08-23 23:00:00,Mobile App,CANCELLED,REFUNDED,SLOT46,ADDR6254,4164.75,208.24,123.78,103.32,4352.53,NEWUSER,Google,Surat Distribution Centre,2025-08-23 23:00:00,2025-08-26 19:00:00,
EORDR5411,ORDR20250411,CUST1007,2025-08-25 07:00:00,Web,SHIPPED,REFUNDED,SLOT36,ADDR6411,4206.21,210.31,41.63,99.83,4474.72,,Google,Ahmedabad Collection Centre,2025-08-25 07:00:00,2025-08-28 06:00:00,
EORDR5317,ORDR20250317,CUST1080,2025-08-25 10:00:00,Mobile App,CANCELLED,PENDING,SLOT30,ADDR6317,3588.08,179.4,20.57,43.32,3790.23,,,Ahmedabad Collection Centre,2025-08-25 10:00:00,2025-08-25 17:00:00,
EORDR5266,ORDR20250266,CUST1097,2025-08-26 13:00:00,Mobile App,PLACED,PAID,SLOT28,ADDR6266,1970.7,98.54,39.07,91.56,2121.73,FRESH10,FB Ads,Surat Distribution Centre,2025-08-26 13:00:00,2025-08-28 11:00:00,
EORDR5431,ORDR20250431,CUST1063,2025-08-26 16:00:00,Web,SHIPPED,REFUNDED,SLOT32,ADDR6431,3256.41,162.82,126.99,90.81,3383.05,FRESH10,Google,Ahmedabad Collection Centre,2025-08-26 16:00:00,2025-08-28 03:00:00,
EORDR5447,ORDR20250447,CUST1070,2025-08-27 10:00:00,Mobile App,CONFIRMED,REFUNDED,SLOT45,ADDR6447,3285.93,164.3,21.33,122.26,3551.16,,Referral,Ahmedabad Collection Centre,2025-08-27 10:00:00,2025-08-27 22:00:00,
EORDR5064,ORDR20250064,CUST1012,2025-08-27 11:00:00,Web,SHIPPED,REFUNDED,SLOT35,ADDR6064,2736.46,136.82,185.9,98.87,2786.25,NEWUSER,Organic,Ahmedabad Collection Centre,2025-08-27 11:00:00,2025-08-30 06:00:00,
EORDR5473,ORDR20250473,CUST1044,2025-08-27 20:00:00,Mobile App,PACKED,REFUNDED,SLOT3,ADDR6473,5593.73,279.69,120.89,97.65,5850.18,,Google,Surat Distribution Centre,2025-08-27 20:00:00,2025-08-30 15:00:00,
EORDR5080,ORDR20250080,CUST1065,2025-08-28 11:00:00,Web,CONFIRMED,PAID,SLOT12,ADDR6080,4903.46,245.17,35.55,103.48,5216.56,NEWUSER,,Surat Distribution Centre,2025-08-28 11:00:00,2025-08-29 12:00:00,
EORDR5268,ORDR20250268,CUST1044,2025-08-28 17:00:00,Web,DELIVERED,PENDING,SLOT10,ADDR6268,3387.6,169.38,146.72,90.65,3500.91,FRESH10,FB Ads,Ahmedabad Collection Centre,2025-08-28 17:00:00,2025-08-30 18:00:00,
EORDR5216,ORDR20250216,CUST1067,2025-08-28 19:00:00,Web,SHIPPED,REFUNDED,SLOT21,ADDR6216,1051.66,52.58,90.67,102.28,1115.85,NEWUSER,Referral,Ahmedabad Collection Centre,2025-08-28 19:00:00,2025-08-29 13:00:00,
EORDR5141,ORDR20250141,CUST1008,2025-08-28 23:00:00,Web,CANCELLED,PAID,SLOT7,ADDR6141,4563.67,228.18,163.11,41.5,4670.24,,,Ahmedabad Collection Centre,2025-08-28 23:00:00,2025-08-31 14:00:00,
EORDR5249,ORDR20250249,CUST1016,2025-09-01 17:00:00,Mobile App,CONFIRMED,PENDING,SLOT19,ADDR6249,2569.89,128.49,153.49,66.6,2611.49,,Organic,Surat Distribution Centre,2025-09-01 17:00:00,2025-09-03 03:00:00,
EORDR5398,ORDR20250398,CUST1007,2025-09-01 17:00:00,Mobile App,PLACED,PAID,SLOT40,ADDR6398,3753.7,187.69,174.46,54.35,3821.28,NEWUSER,Google,Surat Distribution Centre,2025-09-01 17:00:00,2025-09-02 21:00:00,
EORDR5434,ORDR20250434,CUST1006,2025-09-01 19:00:00,Mobile App,SHIPPED,PENDING,SLOT49,ADDR6434,2995.44,149.77,90.05,95.18,3150.34,,FB Ads,Ahmedabad Collection Centre,2025-09-01 19:00:00,2025-09-02 07:00:00,
EORDR5287,ORDR20250287,CUST1013,2025-09-01 20:00:00,Web,CANCELLED,REFUNDED,SLOT9,ADDR6287,5113.9,255.69,62.88,53.89,5360.6,FRESH10,Google,Surat Distribution Centre,2025-09-01 20:00:00,2025-09-04 05:00:00,
EORDR5082,ORDR20250082,CUST1032,2025-09-01 23:00:00,Mobile App,PLACED,PAID,SLOT39,ADDR6082,1871.05,93.55,85.22,58.37,1937.75,FRESH10,,Surat Distribution Centre,2025-09-01 23:00:00,2025-09-03 09:00:00,
EORDR5308,ORDR20250308,CUST1067,2025-09-01 23:00:00,Web,PLACED,REFUNDED,SLOT11,ADDR6308,637.19,31.86,84.04,99.02,684.03,FRESH10,FB Ads,Surat Distribution Centre,2025-09-01 23:00:00,2025-09-03 06:00:00,
EORDR5417,ORDR20250417,CUST1039,2025-09-02 06:00:00,Mobile App,CANCELLED,PENDING,SLOT12,ADDR6417,3306.93,165.35,28.25,44.56,3488.59,,,Surat Distribution Centre,2025-09-02 06:00:00,2025-09-04 20:00:00,
EORDR5007,ORDR20250007,CUST1008,2025-09-02 07:00:00,Web,CANCELLED,PENDING,SLOT1,ADDR6007,2538.21,126.91,191.95,101.6,2574.77,NEWUSER,FB Ads,Ahmedabad Collection Centre,2025-09-02 07:00:00,2025-09-04 04:00:00,
EORDR5493,ORDR20250493,CUST1100,2025-09-02 07:00:00,Mobile App,PLACED,PAID,SLOT33,ADDR6493,2548.24,127.41,192.73,111.34,2594.26,,,Surat Distribution Centre,2025-09-02 07:00:00,2025-09-05 04:00:00,
EORDR5352,ORDR20250352,CUST1032,2025-09-02 11:00:00,Mobile App,PACKED,PAID,SLOT44,ADDR6352,1264.26,63.21,31.16,52.96,1349.27,NEWUSER,,Surat Distribution Centre,2025-09-02 11:00:00,2025-09-02 18:00:00,
EORDR5066,ORDR20250066,CUST1075,2025-09-02 15:00:00,Web,CANCELLED,PAID,SLOT27,ADDR6066,1762.45,88.12,110.22,95.62,1835.97,NEWUSER,FB Ads,Ahmedabad Collection Centre,2025-09-02 15:00:00,2025-09-03 15:00:00,
EORDR5136,ORDR20250136,CUST1037,2025-09-02 20:00:00,Web,CANCELLED,PENDING,SLOT21,ADDR6136,1098.38,54.92,185.6,113.0,1080.7,,Organic,Surat Distribution Centre,2025-09-02 20:00:00,2025-09-05 20:00:00,
EORDR5440,ORDR20250440,CUST1096,2025-09-03 02:00:00,Web,PACKED,PAID,SLOT46,ADDR6440,4428.18,221.41,20.1,55.95,4685.44,,Organic,Ahmedabad Collection Centre,2025-09-03 02:00:00,2025-09-03 13:00:00,
EORDR5275,ORDR20250275,CUST1097,2025-09-03 17:00:00,Mobile App,CONFIRMED,PENDING,SLOT17,ADDR6275,4499.91,225.0,195.81,64.1,4593.2,,Organic,Ahmedabad Collection Centre,2025-09-03 17:00:00,2025-09-03 21:00:00,
EORDR5269,ORDR20250269,CUST1089,2025-09-03 22:00:00,Web,CONFIRMED,REFUNDED,SLOT22,ADDR6269,4904.56,245.23,173.37,143.76,5120.18,,Google,Ahmedabad Collection Centre,2025-09-03 22:00:00,2025-09-06 12:00:00,
EORDR5459,ORDR20250459,CUST1068,2025-09-03 23:00:00,Mobile App,CANCELLED,REFUNDED,SLOT9,ADDR6459,4201.96,210.1,168.35,121.18,4364.89,,Organic,Surat Distribution Centre,2025-09-03 23:00:00,2025-09-06 18:00:00,
EORDR5367,ORDR20250367,CUST1030,2025-09-04 01:00:00,Web,PACKED,PAID,SLOT40,ADDR6367,5169.09,258.45,126.47,53.31,5354.38,NEWUSER,FB Ads,Surat Distribution Centre,2025-09-04 01:00:00,2025-09-04 11:00:00,
EORDR5335,ORDR20250335,CUST1067,2025-09-04 03:00:00,Mobile App,SHIPPED,PENDING,SLOT44,ADDR6335,3522.37,176.12,88.33,55.09,3665.25,NEWUSER,FB Ads,Surat Distribution Centre,2025-09-04 03:00:00,2025-09-04 18:00:00,
EORDR5494,ORDR20250494,CUST1034,2025-09-04 04:00:00,Mobile App,CANCELLED,PENDING,SLOT32,ADDR6494,660.6,33.03,127.98,137.32,702.97,FRESH10,,Ahmedabad Collection Centre,2025-09-04 04:00:00,2025-09-05 04:00:00,
EORDR5430,ORDR20250430,CUST1011,2025-09-04 05:00:00,Web,PACKED,PENDING,SLOT43,ADDR6430,1604.95,80.25,132.88,67.2,1619.52,,Google,Surat Distribution Centre,2025-09-04 05:00:00,2025-09-04 14:00:00,
EORDR5456,ORDR20250456,CUST1051,2025-09-04 05:00:00,Mobile App,PACKED,PENDING,SLOT21,ADDR6456,5831.45,291.57,42.76,98.78,6179.04,NEWUSER,Google,Ahmedabad Collection Centre,2025-09-04 05:00:00,2025-09-06 17:00:00,
EORDR5012,ORDR20250012,CUST1003,2025-09-04 10:00:00,Web,CANCELLED,REFUNDED,SLOT35,ADDR6012,851.29,42.56,162.71,73.94,805.08,FRESH10,Referral,Ahmedabad Collection Centre,2025-09-04 10:00:00,2025-09-06 21:00:00,
EORDR5045,ORDR20250045,CUST1010,2025-09-04 19:00:00,Mobile App,SHIPPED,PENDING,SLOT40,ADDR6045,4287.98,214.4,54.04,43.48,4491.82,NEWUSER,Referral,Surat Distribution Centre,2025-09-04 19:00:00,2025-09-06 05:00:00,
EORDR5289,ORDR20250289,CUST1066,2025-09-04 20:00:00,Mobile App,SHIPPED,PENDING,SLOT9,ADDR6289,561.05,28.05,134.63,132.75,587.22,,Google,Ahmedabad Collection Centre,2025-09-04 20:00:00,2025-09-05 19:00:00,
EORDR5402,ORDR20250402,CUST1049,2025-09-04 22:00:00,Web,PLACED,PAID,SLOT45,ADDR6402,3197.16,159.86,164.08,146.44,3339.38,FRESH10,Referral,Surat Distribution Centre,2025-09-04 22:00:00,2025-09-07 12:00:00,
EORDR5381,ORDR20250381,CUST1088,2025-09-05 04:00:00,Web,PACKED,PAID,SLOT11,ADDR6381,2562.17,128.11,104.16,74.18,2660.3,FRESH10,Referral,Ahmedabad Collection Centre,2025-09-05 04:00:00,2025-09-06 14:00:00,
EORDR5108,ORDR20250108,CUST1046,2025-09-05 14:00:00,Web,PLACED,REFUNDED,SLOT27,ADDR6108,2203.7,110.19,154.87,45.2,2204.22,NEWUSER,Organic,Surat Distribution Centre,2025-09-05 14:00:00,2025-09-07 17:00:00,
